Year,fossil fuel and cement emissions,land-use change emissions,atmospheric growth,ocean sink,land sink
2000.0,6.765,1.22953914286,2.65,2.11744889826,3.22709024459
2001.0,6.927,0.974148242857,3.816,1.96713445095,2.11801379191
2002.0,6.996,1.05193274286,5.0456,2.33989144258,0.662441300274
2003.0,7.416,0.899424842857,4.7488,2.45524895088,1.11137589198
2004.0,7.807,1.03051304286,3.4132,2.3068736003,3.11743944256
2005.0,8.093,1.02596464286,5.1516,2.35730858271,1.61005606014
2006.0,8.37,1.00890974286,3.6888,2.50568352702,3.18442621584
2007.0,8.566,0.935555442857,4.4308,2.51482261331,2.55593282954
2008.0,8.783,0.658861842857,3.7524,2.43490064348,3.25456119938
2009.0,8.74,0.714334742857,3.5828,2.56304755432,3.30848718854
2010.0,9.167,0.833502642857,5.1092,2.54777171207,2.34353093078
2011.0,9.45724630828,0.884029842857,3.6252,2.68766715548,4.02840899565
2012.0,9.66844210725,0.931029842857,5.088,2.84845013223,2.66302181788
2013.0,9.86108217082,0.885029842857,5.3636,2.87566803573,2.50684397795
